gene,pearson_corr,pearson_pval,spearman_corr,spearman_pval,abs_pearson,abs_spearman
GENE_GENE_PARD6A,0.1062932,0.03734028239119579,0.07209805533891696,0.15852278644879028,0.1062932,0.07209805533891696
GENE_GENE_AKAP6,0.10615493,0.0375897937665751,0.1267066647451765,0.012960186467673327,0.10615493,0.1267066647451765
GENE_GENE_TNFAIP8L2,0.10615184,0.03759540241509856,0.06787028245905531,0.18445067401200213,0.10615184,0.06787028245905531
GENE_GENE_CDH10,0.10596949,0.03792670103175161,0.13449781289206877,0.008314688349461469,0.10596949,0.13449781289206877
GENE_GENE_UBN2,0.105961286,0.03794148264045528,0.08679724322674714,0.08940711625415353,0.105961286,0.08679724322674714
GENE_GENE_ZNF256,0.10596101,0.03794213488264521,0.1080149452375301,0.0343494168925181,0.10596101,0.1080149452375301
GENE_GENE_ATP6AP1L,0.10595897,0.03794583110114997,0.08333071954155503,0.1030053173570428,0.10595897,0.08333071954155503
GENE_GENE_SAMSN1,0.105696365,0.038427405572395316,0.0767333678071276,0.13336269376709414,0.105696365,0.0767333678071276
GENE_GENE_nan,0.10569207,0.03843531792340659,0.06591820385880438,0.19742631813525738,0.10569207,0.06591820385880438
GENE_GENE_THY1,0.105576195,0.03864947337857847,0.08088844901834458,0.1135331965789887,0.105576195,0.08088844901834458
GENE_GENE_SMIM4,0.105542324,0.03871223588529087,0.08597559880427509,0.09249233666182999,0.105542324,0.08597559880427509
GENE_GENE_PAG1,0.10551392,0.038764899047649334,0.058145705469465264,0.25567803667593053,0.10551392,0.058145705469465264
GENE_GENE_ADPRM,0.10537164,0.03903001590483487,0.05506891933132142,0.281737244731778,0.10537164,0.05506891933132142
GENE_GENE_CDT1,0.10537051,0.03903202008341319,0.07174752466854294,0.16056199092215565,0.10537051,0.07174752466854294
GENE_GENE_ETV5,0.10529441,0.03917431609704206,0.020191753416296497,0.693266390490296,0.10529441,0.020191753416296497
GENE_GENE_FAXC,0.10527655,0.03920783490969076,0.13082232715065614,0.010280059636207239,0.10527655,0.13082232715065614
GENE_GENE_ADAMTS17,0.105275966,0.03920895262109765,0.11615196161540807,0.022822440159068914,0.105275966,0.11615196161540807
GENE_GENE_FCER1G,0.10525329,0.03925144562946849,0.10947005018480215,0.03198309741264101,0.10525329,0.10947005018480215
GENE_GENE_SMOC2,0.10524257,0.039271587487483786,0.0748408412736089,0.14323564133417865,0.10524257,0.0748408412736089
GENE_GENE_CD300A,0.10517113,0.03940609005988677,-0.021043072462785258,0.6810288952608936,0.10517113,0.021043072462785258
GENE_GENE_PRKD1,0.10515657,0.03943348652004905,0.09281772405140552,0.06924120212043745,0.10515657,0.09281772405140552
GENE_GENE_POLQ,0.10506219,0.03961150540329556,0.03999101420772439,0.4345564142796784,0.10506219,0.03999101420772439
GENE_GENE_C12orf57,0.10482752,0.040057592377634774,0.1489183140619172,0.0034445189860764927,0.10482752,0.1489183140619172
GENE_GENE_IVNS1ABP,0.10474331,0.04021857072408138,0.06903885931301075,0.17699011699645345,0.10474331,0.06903885931301075
GENE_GENE_ATF5,0.10474217,0.04022085479009229,0.06731057780339765,0.1881050478007901,0.10474217,0.06731057780339765
GENE_GENE_CCDC50,0.10469513,0.04031116308749375,0.1229595469804347,0.01591736697615479,0.10469513,0.1229595469804347
GENE_GENE_ZNF585A,0.10458186,0.04052906180445751,0.08483117730833135,0.09693081660335082,0.10458186,0.08483117730833135
GENE_GENE_GPM6A,0.104513764,0.04066050835105155,0.004565799735512529,0.928939004617594,0.104513764,0.004565799735512529
GENE_GENE_WFDC1,0.104444265,0.040795088535407795,0.0893656115425045,0.08029222983718924,0.104444265,0.0893656115425045
GENE_GENE_LSP1,0.10422649,0.04121927268944458,0.03391458411040656,0.5075794491564006,0.10422649,0.03391458411040656
GENE_GENE_C1QTNF3,0.104085445,0.0414959161990692,0.12853306941100673,0.01170294301618881,0.104085445,0.12853306941100673
GENE_GENE_LCP2,0.10400717,0.04165023030502534,0.03032662507205588,0.5535312545807014,0.10400717,0.03032662507205588
GENE_GENE_NPTX2,0.10392687,0.041808803911298806,0.1063337119799261,0.03726745343302346,0.10392687,0.1063337119799261
GENE_GENE_IFT74,0.103910215,0.041841854870788134,0.10047811196636261,0.04912287993558685,0.103910215,0.10047811196636261
GENE_GENE_CREBL2,0.10390874,0.04184468883487095,0.17203680783967992,0.000710477192597457,0.10390874,0.17203680783967992
GENE_GENE_ZNF253,0.10384238,0.04197641020049012,0.08851768336102539,0.08321442375149488,0.10384238,0.08851768336102539
GENE_GENE_NLRP11,0.10367082,0.04231832893429764,0.11802244752636398,0.02070566633005065,0.10367082,0.11802244752636398
GENE_GENE_CKB,0.10363477,0.04239062263731907,0.15627818656539286,0.0021311257083262,0.10363477,0.15627818656539286
GENE_GENE_C11orf71,0.10360813,0.04244389534138825,0.1313292614696009,0.009986542112083737,0.10360813,0.1313292614696009
GENE_GENE_SASH3,0.10358994,0.04248047828699011,0.06060175138177749,0.2361105251495068,0.10358994,0.06060175138177749
GENE_GENE_RASGRP2,0.103544146,0.04257241132090835,0.05591345664779086,0.27441193279524884,0.103544146,0.05591345664779086
GENE_GENE_KCNN3,0.10310544,0.04346196542457479,0.09492938523617375,0.06311754043405911,0.10310544,0.09492938523617375
GENE_GENE_ENO3,0.1030729,0.04352857542587879,0.08300328913905937,0.10437015969071313,0.1030729,0.08300328913905937
GENE_GENE_THSD7A,0.103032134,0.04361214210451455,0.1589980841612695,0.0017752654607212095,0.103032134,0.1589980841612695
GENE_GENE_RGS4,0.10296778,0.04374436427640318,0.17596152215930286,0.0005323023141355785,0.10296778,0.17596152215930286
GENE_GENE_NEK3,0.10289936,0.043885281096863085,0.07860046285307382,0.124144851718053,0.10289936,0.07860046285307382
GENE_GENE_GPR65,0.10289629,0.043891427255143854,0.019006222237292734,0.710441127371568,0.10289629,0.019006222237292734
GENE_GENE_ZNF93,0.10280503,0.04408009674865086,0.09491751720863993,0.06315066798468275,0.10280503,0.09491751720863993
GENE_GENE_TIGD7,0.10278953,0.04411218396437261,0.09707686243260655,0.05735447259989516,0.10278953,0.09707686243260655
GENE_GENE_CSK,0.10270829,0.04428059267701783,0.036608838289647685,0.4744330450879517,0.10270829,0.036608838289647685
GENE_GENE_SH3KBP1,0.10257464,0.044559237708372036,0.026223678410362484,0.6084481525836394,0.10257464,0.026223678410362484
GENE_GENE_BRI3BP,0.10256398,0.04458140350479735,0.09950387406327355,0.05137301313210446,0.10256398,0.09950387406327355
GENE_GENE_LIN7A,0.102417365,0.044888689882265465,0.16742629107185245,0.0009896498222037589,0.102417365,0.16742629107185245
GENE_GENE_ARG2,0.10236637,0.04499603196630835,0.15545335865179208,0.002251264929302623,0.10236637,0.15545335865179208
GENE_GENE_GPR125,0.102289304,0.045158456519266,0.1661214438303211,0.0010853218070450072,0.102289304,0.1661214438303211
GENE_GENE_GADD45G,0.10227072,0.04519775350658943,0.10253043301346174,0.044651545592749524,0.10227072,0.10253043301346174
GENE_GENE_TRAF3IP3,0.10213433,0.04548680971449558,0.045715006273100274,0.3716568292561727,0.10213433,0.045715006273100274
GENE_GENE_HADH,0.10204056,0.04568656186576277,0.10631039978298464,0.037309348868545,0.10204056,0.10631039978298464
GENE_GENE_CLECL1,0.10195398,0.045871483613668926,0.06537608931538436,0.20114513649388108,0.10195398,0.06537608931538436
GENE_GENE_CD52,0.10194295,0.04589521725169959,0.019484969990844665,0.7034872997225395,0.10194295,0.019484969990844665
GENE_GENE_RASSF2,0.101925254,0.04593300815638495,0.0841447390729375,0.09967343673257764,0.101925254,0.0841447390729375
GENE_GENE_FGF9,0.10187526,0.04604013888029197,-0.0017242548574141264,0.9731337402988876,0.10187526,0.0017242548574141264
GENE_GENE_LAT2,0.10183551,0.04612568670860959,0.05986169509341833,0.24189219124175432,0.10183551,0.05986169509341833
GENE_GENE_GGA2,0.10163068,0.04656782967894739,0.13559454579363195,0.007797003921894217,0.10163068,0.13559454579363195
GENE_GENE_MAGEC2,0.10155418,0.04673396369076456,0.10882599776202909,0.03301272442122121,0.10155418,0.10882599776202909
GENE_GENE_NTM,0.10141514,0.047036966735977216,0.12571558514226736,0.013691044072503423,0.10141514,0.12571558514226736
GENE_GENE_NES,0.10131921,0.047247117517345,0.12043441219355057,0.01822925341288958,0.10131921,0.12043441219355057
GENE_GENE_TTLL7,0.101174295,0.04756579068303546,0.1469685666813604,0.003898208778162347,0.101174295,0.1469685666813604
GENE_GENE_PRAC,0.101133615,0.047655815225612776,0.07635348900689465,0.1353011659937698,0.101133615,0.07635348900689465
GENE_GENE_PRADC1,0.10113236,0.0476584496674421,0.08030161744260961,0.11618455775820859,0.10113236,0.08030161744260961
GENE_GENE_GOLGA8A,0.10089888,0.04817689384367734,0.1528832949035299,0.0026663156307084983,0.10089888,0.1528832949035299
GENE_GENE_NCALD,0.1007956,0.0484075782193991,0.13697102505849243,0.007188085108364063,0.1007956,0.13697102505849243
GENE_GENE_TYRP1,0.10069724,0.048628199835526395,-0.03212802210843986,0.5302085703743715,0.10069724,0.03212802210843986
GENE_GENE_BIN2,0.10056299,0.04893067157483613,0.0349659641924655,0.49450238881868824,0.10056299,0.0349659641924655
GENE_GENE_RGS7,0.100492194,0.04909086758332718,0.06681826658980705,0.19136314885439915,0.100492194,0.06681826658980705
GENE_GENE_PRL,0.100290015,0.04955067695533549,0.1906710945712251,0.00017077539874805822,0.100290015,0.1906710945712251
GENE_GENE_PRKACB,0.10027108,0.04959396796781335,0.06807013156556237,0.18315860081368318,0.10027108,0.06807013156556237
GENE_GENE_STXBP6,0.09989412,0.050461471264550056,0.037591765284324036,0.46264206981404954,0.09989412,0.037591765284324036
GENE_GENE_HS3ST4,0.0998583,0.05054470763339629,0.10042195076464006,0.04925031582404549,0.0998583,0.10042195076464006
GENE_GENE_RAB4B,0.099829584,0.05061143460700833,0.03487123190125801,0.49567326706743375,0.099829584,0.03487123190125801
GENE_GENE_AXIN2,0.099820584,0.05063221525484919,0.14095401987046896,0.005658419977499761,0.099820584,0.14095401987046896
GENE_GENE_SERP2,0.09980788,0.0506618746371213,0.09330071038621952,0.06779933808574,0.09980788,0.09330071038621952
GENE_GENE_C16orf87,0.09976791,0.05075482721527589,0.030322174561730694,0.5535894894751913,0.09976791,0.030322174561730694
GENE_GENE_ARHGAP15,0.09974968,0.0507973274957628,0.03227213387135058,0.5283644629150717,0.09974968,0.03227213387135058
GENE_GENE_SNHG1,0.09962346,0.05109231082184931,0.04594749245532535,0.36922699158859695,0.09962346,0.04594749245532535
GENE_GENE_PABPC4L,0.0993875,0.051647389050776295,0.102019472042318,0.045731496877735776,0.0993875,0.102019472042318
GENE_GENE_PKHD1L1,0.099317804,0.05181243164674616,0.13181902953443425,0.009710050468362989,0.099317804,0.13181902953443425
GENE_GENE_BMP2K,0.09928019,0.05190148263853145,0.027041514097601537,0.5973103048737354,0.09928019,0.027041514097601537
GENE_GENE_CDC25C,0.09927657,0.05191025327612756,0.04124987284256214,0.42022150565843175,0.09927657,0.04124987284256214
GENE_GENE_THBS4,0.09925667,0.05195752279962944,0.09650062731002679,0.05885635214797224,0.09925667,0.09650062731002679
GENE_GENE_ATAD2,0.09923358,0.052012196321054756,0.07354531891085415,0.15030975383839854,0.09923358,0.07354531891085415
GENE_GENE_DISP2,0.098980986,0.052615630369501155,0.1305552965311451,0.01043772652909594,0.098980986,0.1305552965311451
GENE_GENE_ZNF77,0.09895239,0.052684341925260565,0.1458118578549388,0.0041922664829846315,0.09895239,0.1458118578549388
GENE_GENE_MYO1G,0.098818585,0.05300684812586839,0.031028746058119425,0.544381629927919,0.098818585,0.031028746058119425
GENE_GENE_PTPN22,0.098779194,0.05310193018957612,0.017211183072801874,0.7367243456617001,0.098779194,0.017211183072801874
GENE_GENE_SNX25,0.098746575,0.05318098492466856,0.03565303821504866,0.4860545136844816,0.098746575,0.03565303821504866
GENE_GENE_RPS6KA2,0.098735474,0.053207839622280706,0.09840523380014242,0.05401291330274135,0.098735474,0.09840523380014242
GENE_GENE_DNA2,0.09859624,0.05354607333290934,0.07909446949916925,0.12179074558747914,0.09859624,0.07909446949916925
GENE_GENE_GNG7,0.098589815,0.05356175400432303,0.038225645112068087,0.45512537860546,0.098589815,0.038225645112068087
GENE_GENE_CACNA2D3,0.098534316,0.053696940124449435,0.15646892272218643,0.002104191350438377,0.098534316,0.15646892272218643
GENE_GENE_TPTE2,0.098341145,0.05417042243401338,0.06377115052049778,0.21245261904711105,0.098341145,0.06377115052049778
GENE_GENE_HMMR,0.098221295,0.05446571459986198,0.04716332949035299,0.35668052669648576,0.098221295,0.04716332949035299
GENE_GENE_HIST1H1C,0.09812523,0.054703501375149295,0.10628306093384422,0.03735853165617339,0.09812523,0.10628306093384422
GENE_GENE_PNMA2,0.0980871,0.05479814689572732,0.08171285307381913,0.10988892568322366,0.0980871,0.08171285307381913
GENE_GENE_PXK,0.09799568,0.055025554200858515,-0.016829074972025366,0.7423602782596204,0.09799568,0.016829074972025366
GENE_GENE_ATP7A,0.09784861,0.055392767736997875,0.07451404665830252,0.14499561805020303,0.09784861,0.07451404665830252
GENE_GENE_FHL1,0.097776085,0.05557488999034998,0.01595953002610966,0.7552366595575124,0.097776085,0.01595953002610966
GENE_GENE_DUSP2,0.09759806,0.056023476957233795,0.057545310433691634,0.2606274696946104,0.09759806,0.057545310433691634
GENE_GENE_nan,0.09759179,0.05603945638784239,0.05742959716523685,0.26158890435806764,0.09759179,0.05742959716523685
GENE_GENE_TNFSF13B,0.097374395,0.05659139425791861,0.0023935268386965514,0.9627120707263017,0.097374395,0.0023935268386965514
GENE_GENE_LGR5,0.0973557,0.05663913816926885,0.12218282696415857,0.016599502699603474,0.0973557,0.12218282696415857
GENE_GENE_ROBO2,0.09733754,0.056685697795750625,0.23518721813434607,3.174424311506563e-06,0.09733754,0.23518721813434607
GENE_GENE_BMX,0.09727239,0.05685211045678958,0.09392145061205112,0.06598245624742018,0.09727239,0.09392145061205112
GENE_GENE_TMEM71,0.09717584,0.05709973209312561,-0.05120206164592587,0.3169540140234079,0.09717584,0.05120206164592587
GENE_GENE_PABPN1,0.09714973,0.05716683490143688,0.10166227099275382,0.04649941417811105,0.09714973,0.10166227099275382
GENE_GENE_GSE1,0.09701896,0.057503945764505945,0.13097110135295514,0.010193135678644124,0.09701896,0.13097110135295514
GENE_GENE_PELI2,0.096944585,0.05769643603266285,0.06759053609575802,0.18627057220962503,0.096944585,0.06759053609575802
GENE_GENE_VIP,0.096941985,0.05770323227355894,0.09861504357261537,0.053500231191564704,0.096941985,0.09861504357261537
GENE_GENE_ELOVL4,0.0969383,0.05771280991990504,0.1075436150011868,0.03514717495134129,0.0969383,0.1075436150011868
GENE_GENE_NUDT10,0.09690358,0.05780278040116321,0.08909370655454206,0.08122010581158073,0.09690358,0.08909370655454206
GENE_GENE_FES,0.096874714,0.05787768962509674,0.061631514699399814,0.22822857284040624,0.096874714,0.061631514699399814
GENE_GENE_HMX2,0.096800625,0.05807059371143356,0.10474721101352956,0.04021119570106155,0.096800625,0.10474721101352956
GENE_GENE_BMI1,0.096773885,0.05814019419448367,0.05965993862534332,0.24348547755604605,0.096773885,0.05965993862534332
GENE_GENE_PRAF2,0.09669347,0.058350033591296674,0.06711581499440507,0.18938907423714646,0.09669347,0.06711581499440507
GENE_GENE_TMOD1,0.096509695,0.05883246884377544,0.09542932589603607,0.061734984688941244,0.096509695,0.09542932589603607
GENE_GENE_MAP4K1,0.09647849,0.05891476598798457,0.007206859719914551,0.8880544459137342,0.09647849,0.007206859719914551
GENE_GENE_AURKB,0.09647408,0.05892639577138226,0.003115145298565664,0.9514824371762713,0.09647408,0.003115145298565664
GENE_GENE_MYOM2,0.09633962,0.05928185917060841,0.042753933403411215,0.4034625179470682,0.09633962,0.042753933403411215
GENE_GENE_ARHGEF6,0.09592776,0.06038166773429252,-0.011500118680275338,0.8222685789659907,0.09592776,0.011500118680275338
GENE_GENE_LY96,0.09591971,0.060403160817944966,0.0011662456342613002,0.9818264344973062,0.09591971,0.0011662456342613002
GENE_GENE_FAIM3,0.09590464,0.06044391877349273,-0.02672552643179275,0.6016026967016235,0.09590464,0.02672552643179275
GENE_GENE_KIAA1549,0.095837556,0.06062455339503715,0.09230782272557729,0.07079053934964052,0.095837556,0.09230782272557729
GENE_GENE_PLA1A,0.09570672,0.06097875163211014,0.0816952629615815,0.10996570950312662,0.09570672,0.0816952629615815
GENE_GENE_THAP9,0.09570336,0.0609878062892071,0.07329566647451764,0.15170295125434693,0.09570336,0.07329566647451764
GENE_GENE_CPNE5,0.09546106,0.06164820967026028,0.13935437930215996,0.006233620655807593,0.09546106,0.13935437930215996
GENE_GENE_PMVK,0.09540078,0.06181316587320322,0.09887380895866536,0.05287350449143341,0.09540078,0.09887380895866536
GENE_GENE_ZWINT,0.095264755,0.06218720901259105,0.09818016513512597,0.05456741541750837,0.095264755,0.09818016513512597
GENE_GENE_SLC19A2,0.0952103,0.06233754518668846,0.16293191143060595,0.0013561438020365732,0.0952103,0.16293191143060595
GENE_GENE_KIAA0125,0.09516354,0.0624667372310058,0.026479690121546128,0.6049517043014829,0.09516354,0.026479690121546128
GENE_GENE_ASPHD2,0.09512793,0.06256542734416262,0.008450883320335018,0.8688921261182129,0.09512793,0.008450883320335018
GENE_GENE_PBK,0.0951029,0.06263481822464359,0.09505760231935166,0.06276055597238736,0.0951029,0.09505760231935166
GENE_GENE_ZBTB44,0.09503427,0.06282547295295092,0.045779432708283885,0.3709824866378777,0.09503427,0.045779432708283885
GENE_GENE_ASF1A,0.09500784,0.06289875021428276,0.09500059340137669,0.06291907545322051,0.09500784,0.09500059340137669
GENE_GENE_TLR7,0.09486785,0.06328952926407065,0.09910184463056526,0.052326281937653873,0.09486785,0.09910184463056526
GENE_GENE_ZNF439,0.094856635,0.06332087773101494,0.09941846665084263,0.051574305701040754,0.094856635,0.09941846665084263
GENE_GENE_GJC1,0.0948156,0.06343570876779653,0.10098250313655013,0.047990668483264186,0.0948156,0.10098250313655013
GENE_GENE_C4orf48,0.094721854,0.06369906279453083,0.15053575667152688,0.0031050897974918535,0.094721854,0.15053575667152688
GENE_GENE_DCPS,0.09471922,0.06370643756584139,0.06884112949713472,0.17823649431691255,0.09471922,0.06884112949713472
GENE_GENE_PIM2,0.094699904,0.0637607643350326,0.07075739208572107,0.16642869027873455,0.094699904,0.07075739208572107
GENE_GENE_ABCA3,0.094590396,0.06406933643153405,0.10772947678952902,0.03483072981254103,0.094590396,0.10772947678952902
GENE_GENE_TEX14,0.09433095,0.0648060147763478,0.11273248618222509,0.027178775850648533,0.09433095,0.11273248618222509
GENE_GENE_TBC1D19,0.09423757,0.06507267162936659,0.0743741734766539,0.14575393892214147,0.09423757,0.0743741734766539
GENE_GENE_ZNF670,0.09423621,0.0650764241780278,0.07114712963276933,0.16410055690374772,0.09423621,0.07114712963276933
GENE_GENE_RGL1,0.09423313,0.0650852945452738,0.10387427520260417,0.041913089315373776,0.09423313,0.10387427520260417
GENE_GENE_SUCNR1,0.094030894,0.0656664085351943,0.07934836051676783,0.12059447135658904,0.094030894,0.07934836051676783
GENE_GENE_ERO1LB,0.09397287,0.06583361501825283,0.10012122342409548,0.04993740892954459,0.09397287,0.10012122342409548
GENE_GENE_CD79A,0.0939551,0.06588529249025667,0.09366713573632633,0.06672193392833245,0.0939551,0.09366713573632633
GENE_GENE_LAPTM5,0.09391837,0.06599150795860431,-0.05721872774744838,0.26334724238672685,0.09391837,0.05721872774744838
GENE_GENE_FAM188A,0.09389806,0.06605019355260207,0.15487733545827542,0.0023387960615060223,0.09389806,0.15487733545827542
GENE_GENE_IL1RAPL1,0.093832254,0.06624104455495577,0.07420145129022414,0.1466945186844391,0.093832254,0.07420145129022414
GENE_GENE_ZSWIM6,0.09382735,0.06625523811841455,0.09293428503611272,0.06889095495125984,0.09382735,0.09293428503611272
GENE_GENE_SP140,0.093671665,0.06670866253191729,-0.03451879386931606,0.5000422657650584,0.093671665,0.03451879386931606
GENE_GENE_BAG1,0.09343259,0.06741007136956209,0.12351331762232547,0.015446144124139213,0.09343259,0.12351331762232547
GENE_GENE_GMFG,0.0933768,0.0675745767916074,0.02315939608694178,0.650973079922549,0.0933768,0.02315939608694178
GENE_GENE_GLT25D2,0.09332394,0.06773059749078343,0.06816020141738158,0.18257846612117798,0.09332394,0.06816020141738158
GENE_GENE_CEP19,0.093004264,0.06868148840616034,0.03846258180461836,0.4523334161039494,0.093004264,0.03846258180461836
GENE_GENE_RFX5,0.09294769,0.06885067394561321,0.037824251466549115,0.4598772166518902,0.09294769,0.037824251466549115
GENE_GENE_PFKM,0.09287871,0.0690577999358254,0.17104158895934354,0.0007637063282387773,0.09287871,0.17104158895934354
GENE_GENE_NDST4,0.092837565,0.06918145920425817,0.10376491980604254,0.04213051015362773,0.092837565,0.10376491980604254
GENE_GENE_FGR,0.09272013,0.06953551269064286,0.02501949747380557,0.6250129100420522,0.09272013,0.02501949747380557
GENE_GENE_BCL7A,0.0927189,0.06953947493896423,0.11035527788138755,0.03061274041298973,0.0927189,0.11035527788138755
GENE_GENE_COL9A3,0.09267802,0.06966275698838241,0.07729052931402801,0.13055838785893265,0.09267802,0.07729052931402801
GENE_GENE_KCNK12,0.09266701,0.06969631194616532,0.1556767318843037,0.002218133868576909,0.09266701,0.1556767318843037
GENE_GENE_STRBP,0.09257814,0.06996558969065284,0.0569071920246855,0.2659598261581524,0.09257814,0.0569071920246855
GENE_GENE_NDUFAF2,0.092324555,0.07073943552036394,0.06816761893459021,0.18253075086937132,0.092324555,0.06816761893459021
GENE_GENE_ITGA4,0.09221802,0.07106625032874195,0.020571318368315758,0.687800159728324,0.09221802,0.020571318368315758
GENE_GENE_TNFRSF14,0.0920272,0.07165526106942989,-0.03690447933267777,0.4708694099341266,0.0920272,0.03690447933267777
GENE_GENE_EYA4,0.09199068,0.07176829128257725,0.12580660201417382,0.013622444857920041,0.09199068,0.12580660201417382
GENE_GENE_CCDC74B,0.091980755,0.07179934462333969,0.09926948051948052,0.05192701755782218,0.091980755,0.09926948051948052
GENE_GENE_ITM2A,0.09192872,0.07196070244389663,0.04212747109287579,0.41039388294239465,0.09192872,0.04212747109287579
GENE_GENE_SESN1,0.09186197,0.07216838493204292,0.17398761486555223,0.0006159625386604316,0.09186197,0.17398761486555223
GENE_GENE_SGCB,0.09176954,0.07245660892012469,0.08392560442168796,0.1005618429907848,0.09176954,0.08392560442168796
GENE_GENE_NUDT1,0.091744974,0.07253337842923831,0.06346131023023974,0.21468724118459595,0.091744974,0.06346131023023974
GENE_GENE_ARHGAP30,0.09169187,0.07269981539549164,-0.021200323827608423,0.67877745169824,0.09169187,0.021200323827608423
GENE_GENE_PUS7,0.091587804,0.07302650015739394,0.08933678918992234,0.08039017787771467,0.091587804,0.08933678918992234
GENE_GENE_TMEM100,0.09152079,0.07323743811709159,0.14455299922010104,0.004534944374380577,0.09152079,0.14455299922010104
GENE_GENE_NSUN5P2,0.09148957,0.0733359452814063,0.05820144281306161,0.2552218814649736,0.09148957,0.05820144281306161
GENE_GENE_IL21R,0.09142554,0.0735381847542687,0.030342731680851786,0.5533205247130719,0.09142554,0.030342731680851786
GENE_GENE_STAC3,0.09142395,0.07354308630850355,0.06969647519582246,0.1728914029762895,0.09142395,0.06969647519582246
GENE_GENE_GAS7,0.09136888,0.07371745286424557,0.025197517886812928,0.6225518646135684,0.09136888,0.025197517886812928
GENE_GENE_MANEAL,0.09131427,0.07389064194900076,0.1459332932080974,0.004160480043825825,0.09131427,0.1459332932080974
GENE_GENE_AKAP1,0.091236845,0.07413700296303363,0.1672122427181174,0.001004790832101182,0.091236845,0.1672122427181174
GENE_GENE_DLEU1,0.09120631,0.07423421466621768,0.0744110530761003,0.14555370364785258,0.09120631,0.0744110530761003
GENE_GENE_OLIG1,0.091180965,0.07431517690196986,0.09763889830795836,0.055920321785515585,0.091180965,0.09763889830795836
GENE_GENE_IRF4,0.09103757,0.07477379276797744,0.05739717201858194,0.26185875479745335,0.09103757,0.05739717201858194
GENE_GENE_NR2F1,0.09097953,0.07495972084268668,0.12328379844698381,0.015639945300364645,0.09097953,0.12328379844698381
GENE_GENE_CHPT1,0.090947494,0.07506279322484362,0.07132472618765046,0.16304780926519005,0.090947494,0.07132472618765046
GENE_GENE_AASS,0.090921745,0.0751456410851603,0.0011001237665728527,0.982856646586499,0.090921745,0.0011001237665728527
GENE_GENE_SPATC1L,0.090893075,0.07523816557937989,0.06077955986572175,0.23473602954221554,0.090893075,0.06077955986572175
GENE_GENE_TSPAN7,0.09077829,0.07560841911598855,0.10767246787155405,0.034927533558344374,0.09077829,0.10767246787155405
GENE_GENE_SLAMF7,0.090759784,0.07566859956764604,-0.0017013665185988945,0.9734902404433132,0.090759784,0.0017013665185988945
GENE_GENE_GLRX2,0.090553574,0.07633859900062545,0.07294047336475536,0.15370197703793614,0.090553574,0.07294047336475536
GENE_GENE_RASGRP3,0.09033547,0.07705217194002394,-0.012359279102098946,0.8092365312677385,0.09033547,0.012359279102098946
GENE_GENE_NTRK1,0.09017881,0.07756815569344103,0.06127081143399681,0.23096792376093292,0.09017881,0.06127081143399681
GENE_GENE_ITPKA,0.09006003,0.07796152701029545,0.034568597199145505,0.4994236463542704,0.09006003,0.034568597199145505
GENE_GENE_AMN1,0.090055496,0.07797655204954723,0.1026673391882269,0.044365852233951376,0.090055496,0.1026673391882269
GENE_GENE_CYYR1,0.09000775,0.07813485287073475,0.09296607439557832,0.06879568504776823,0.09000775,0.09296607439557832
GENE_GENE_LRRC49,0.08995435,0.0783124590690118,0.1297652249838934,0.010916842539275107,0.08995435,0.1297652249838934
GENE_GENE_TBC1D10C,0.0899113,0.0784558127988661,0.03380671221728663,0.5089313142964844,0.0899113,0.03380671221728663
GENE_GENE_PTPRC,0.089885354,0.07854248394785276,0.024581016242243396,0.6310924432755214,0.089885354,0.024581016242243396
GENE_GENE_FAM117A,0.08988491,0.07854407496896039,0.022858563992964195,0.6552125794301735,0.08988491,0.022858563992964195
GENE_GENE_MCTP1,0.08974081,0.07902615966118709,0.05050714624800787,0.3235752790555517,0.08974081,0.05050714624800787
GENE_GENE_PRPSAP2,0.08972353,0.07908373860954808,0.05069173646197144,0.321807779172527,0.08972353,0.05069173646197144
GENE_GENE_SHC4,0.089395136,0.08019189605097643,0.13082529415753957,0.010278319707654176,0.089395136,0.13082529415753957
GENE_GENE_N4BP2L1,0.0893486,0.0803501833508541,0.015478027194737379,0.7623963518574289,0.0893486,0.015478027194737379
GENE_GENE_ETV4,0.08928256,0.08057489019456793,0.03996727815265674,0.4348293765672546,0.08928256,0.03996727815265674
GENE_GENE_STK32C,0.08924167,0.08071426837395164,0.10334614797734902,0.04297192393519296,0.08924167,0.10334614797734902
GENE_GENE_TIAM1,0.0891779,0.08093205507859923,0.09825200908751822,0.05438990169695518,0.0891779,0.09825200908751822
GENE_GENE_HABP4,0.089083314,0.08125574189534786,0.08056864806212065,0.11497214011642232,0.089083314,0.08056864806212065
GENE_GENE_PHACTR3,0.08905971,0.08133672462604662,0.09592947848496151,0.06037692385716411,0.08905971,0.09592947848496151
GENE_GENE_INHBE,0.08898381,0.08159770267052865,0.04132341222745922,0.41939273975258207,0.08898381,0.04132341222745922
GENE_GENE_HLA-DRB1,0.0889606,0.08167731851215054,0.040941092197619613,0.4237118109336162,0.0889606,0.040941092197619613
GENE_GENE_RELN,0.088939205,0.0817512450138703,0.059531721542165406,0.24450182670037582,0.088939205,0.059531721542165406
GENE_GENE_GYPC,0.08881627,0.08217572197099754,0.01796120002712692,0.7257030872161356,0.08881627,0.01796120002712692
GENE_GENE_ZNF429,0.088802315,0.08222400476071744,0.034762088433759455,0.4970240909340925,0.088802315,0.034762088433759455
